1687860383700,510,record_1/-3,200,OK,Thread Group 1-3,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,509,0,129
1687860383759,453,record_1/-3,200,OK,Thread Group 1-4,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,452,0,188
1687860383795,417,record_1/-3,200,OK,Thread Group 1-2,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,416,0,153
1687860383835,512,record_1/-3,200,OK,Thread Group 1-7,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,511,0,241
1687860383852,537,record_1/-3,200,OK,Thread Group 1-10,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,536,0,236
1687860383952,485,record_1/-3,200,OK,Thread Group 1-14,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,484,0,267
1687860383933,515,record_1/-3,200,OK,Thread Group 1-13,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,511,0,284
1687860383939,509,record_1/-3,200,OK,Thread Group 1-12,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,507,0,286
1687860383964,488,record_1/-3,200,OK,Thread Group 1-17,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,486,0,260
1687860383981,514,record_1/-3,200,OK,Thread Group 1-25,text,true,,11564,763,29,29,https://bazylika-pszow.pl/?page_id=859,509,0,279
1687860383970,641,record_1/-3,200,OK,Thread Group 1-26,text,true,,11564,763,30,30,https://bazylika-pszow.pl/?page_id=859,586,0,301
1687860383973,639,record_1/-3,200,OK,Thread Group 1-18,text,true,,11564,763,30,30,https://bazylika-pszow.pl/?page_id=859,638,0,315
1687860384339,345,record_1/-4,200,OK,Thread Group 1-4,text,true,,11958,775,37,37,https://bazylika-pszow.pl/?page_id=882,278,0,0
1687860384617,769,record_1/-3,200,OK,Thread Group 1-45,text,true,,11564,763,99,99,https://bazylika-pszow.pl/?page_id=859,768,0,369
1687860384128,1273,record_1/-3,200,OK,Thread Group 1-30,text,true,,11564,763,99,99,https://bazylika-pszow.pl/?page_id=859,1272,0,268
1687860384449,927,record_1/-4,200,OK,Thread Group 1-13,text,true,,11958,775,99,99,https://bazylika-pszow.pl/?page_id=882,917,0,0
1687860384568,768,record_1/-3,200,OK,Thread Group 1-44,text,true,,11541,763,99,99,https://bazylika-pszow.pl/?page_id=859,767,0,128
1687860384612,708,record_1/-4,200,OK,Thread Group 1-26,text,true,,11935,775,99,99,https://bazylika-pszow.pl/?page_id=882,707,0,0
1687860384685,634,record_1/-5,200,OK,Thread Group 1-4,text,true,,9443,777,99,99,https://bazylika-pszow.pl/?page_id=13831,633,0,0
1687860384612,693,record_1/-4,200,OK,Thread Group 1-18,text,true,,11958,775,99,99,https://bazylika-pszow.pl/?page_id=882,692,0,0
1687860384495,777,record_1/-4,200,OK,Thread Group 1-25,text,true,,11958,775,99,99,https://bazylika-pszow.pl/?page_id=882,775,0,0
1687860384157,1030,record_1/-3,200,OK,Thread Group 1-42,text,true,,11564,763,99,99,https://bazylika-pszow.pl/?page_id=859,1029,0,276
1687860384134,986,record_1/-3,200,OK,Thread Group 1-37,text,true,,11564,763,99,99,https://bazylika-pszow.pl/?page_id=859,985,0,263
1687860384137,981,record_1/-3,200,OK,Thread Group 1-41,text,true,,11564,763,99,99,https://bazylika-pszow.pl/?page_id=859,980,0,272
1687860384391,674,record_1/-4,200,OK,Thread Group 1-10,text,true,,11958,775,98,98,https://bazylika-pszow.pl/?page_id=882,673,0,0
1687860384130,929,record_1/-3,200,OK,Thread Group 1-38,text,true,,11564,763,98,98,https://bazylika-pszow.pl/?page_id=859,903,0,263
1687860383989,1025,record_1/-3,200,OK,Thread Group 1-19,text,true,,11564,763,98,98,https://bazylika-pszow.pl/?page_id=859,1007,0,382
1687860384126,862,record_1/-3,200,OK,Thread Group 1-29,text,true,,11564,763,98,98,https://bazylika-pszow.pl/?page_id=859,861,0,263
1687860383996,981,record_1/-3,200,OK,Thread Group 1-28,text,true,,11541,763,98,98,https://bazylika-pszow.pl/?page_id=859,980,0,362
